web-scraper-order,web-scraper-start-url,published,published-href,authors,date,journal,title
"1647205896-126","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht ….","https://www.alexandria.unisg.ch/213964/","Back, Andrea","null","null","Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht …"
"1647205666-24","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action.","https://www.alexandria.unisg.ch/213854/","Back, Andrea","null","null","High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action"
"1647205941-147","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext.","https://www.alexandria.unisg.ch/214359/","Back, Andrea & Friedel, Dominik","null","null","Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext"
"1647205844-102","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren.","https://www.alexandria.unisg.ch/67842/","Back, Andrea","5 May 2009","null","Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren"
"1647206002-176","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt.","https://www.alexandria.unisg.ch/196924/","Leithner, Barbara; Keller, Miriam; Bursian, Olaf; Bendel, Oliver & Back, Andrea","null","null","Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt"
"1647206489-403","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Taxonomy of technological risks of open source software in the enterprise adoption context.","https://www.alexandria.unisg.ch/245189/","Silic, Mario; Back, Andrea & Silic, Dario","null","Information & Computer Security","Taxonomy of technological risks of open source software in the enterprise adoption context"
"1647206418-370","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Im virtuellen Klassenraum interaktiv arbeiten.","https://www.alexandria.unisg.ch/214297/","Back, Andrea","null","bulletin","Im virtuellen Klassenraum interaktiv arbeiten"
"1647206431-376","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Blogs helfen beim Projekt-Management.","https://www.alexandria.unisg.ch/197036/","Back, Andrea; Haentschel-erhart, Irene; Baumann, Philipp & Ziekursch, Tim","null","Computerwoche","Blogs helfen beim Projekt-Management"
"1647206527-420","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung.","https://www.alexandria.unisg.ch/261143/","Grüttner, Arne; Braschler, Thomas & Back, Andrea","null","Wirtschaftsinformatik & Management","Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung"
"1647206197-267","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Putting Knowledge Networks into Action: Methodology, Development, Maintenance.","https://www.alexandria.unisg.ch/213771/","null","2005","null","Putting Knowledge Networks into Action: Methodology, Development, Maintenance"
"1647206279-305","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Success and Failure: Two Longitudinal Case Studies on Media-Tablet Usage in CRM.","https://www.alexandria.unisg.ch/225216/","Sammer, Thomas; Vögeli, Sandro & Back, Andrea","null","null","Success and Failure: Two Longitudinal Case Studies on Media-Tablet Usage in CRM"
"1647205836-98","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation.","https://www.alexandria.unisg.ch/67620/","Back, Andrea","2 March 2009","null","Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation"
"1647206392-358","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensstrategien für die Zukunft.","https://www.alexandria.unisg.ch/196999/","Back, Andrea & Seufert, Andreas","null","Controller News","Wissensstrategien für die Zukunft"
"1647206142-241","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Newsfeeds und Newsaggregatoren.","https://www.alexandria.unisg.ch/67445/","Heidecke, Florian","null","null","Newsfeeds und Newsaggregatoren"
"1647206193-265","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Business Engineering - Die ersten 15 Jahre.","https://www.alexandria.unisg.ch/213582/","null","2004","null","Business Engineering - Die ersten 15 Jahre"
"1647205857-108","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Was kann die Hochschule aus der Unternehmenspraxis lernen? (per Videokonferenz).","https://www.alexandria.unisg.ch/214167/","Back, Andrea","23 October 2009","null","Was kann die Hochschule aus der Unternehmenspraxis lernen? (per Videokonferenz)"
"1647205702-41","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Interview zu E-Learning im Unternehmen im Learntec-Studio.","https://www.alexandria.unisg.ch/66810/","Back, Andrea","6 February 2002","null","Interview zu E-Learning im Unternehmen im Learntec-Studio"
"1647206030-189","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web-Conferencing Software Tools: Evaluierung der Marktführer.","https://www.alexandria.unisg.ch/67644/","Mayrhofer, David; Back, Andrea & Hubschmid, Roger","null","null","Web-Conferencing Software Tools: Evaluierung der Marktführer"
"1647206238-286","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis.","https://www.alexandria.unisg.ch/68008/","Back, Andrea","null","null","Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis"
"1647206450-385","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning zunächst ganz pragmatisch als Kundenservice.","https://www.alexandria.unisg.ch/214249/","Back, Andrea","null","Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie","E-Learning zunächst ganz pragmatisch als Kundenservice"
"1647205834-97","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch.","https://www.alexandria.unisg.ch/67613/","Back, Andrea","null","null","Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch"
"1647206212-274","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Open Grid - Open Mind.","https://www.alexandria.unisg.ch/256583/","Bieger, Thomas; Achleitner, Paul; Landolf, Urs; Serratore, Luca; Breitenstein, Yannik; Dilger, Bernadette; Angélil, Marc; Fujimoto, Sou; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus; Schürer, Wolfgang & Kissinger, Henry","2018","null","Open Grid - Open Mind"
"1647206304-317","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Atos - Towards Zero Email Company.","https://www.alexandria.unisg.ch/242235/","Silic, Mario; Back, Andrea & Silic, Dario","null","null","Atos - Towards Zero Email Company"
"1647206375-350","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen.","https://www.alexandria.unisg.ch/213758/","Back, Andrea; Kramhoeller, S. & Seufert, Sabine","null","iomanagement","Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen"
"1647205838-99","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger.","https://www.alexandria.unisg.ch/67844/","Back, Andrea","null","null","Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger"
"1647206170-254","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensarbeit nach Lean-Prinzipien bei Saia-Burgess Controls.","https://www.alexandria.unisg.ch/236229/","Back, Andrea; Lauber, Jürgen & Sütterlin, Sarah","null","null","Wissensarbeit nach Lean-Prinzipien bei Saia-Burgess Controls"
"1647206444-382","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Veni - VIDEO - Vici: Videobasiertes eLearning auf dem Siegeszug 2.0.","https://www.alexandria.unisg.ch/213137/","Back, Andrea","null","Jahrbuch eLearning & Wissensmanagement 2009/2010, eLearning Quo vadis?","Veni - VIDEO - Vici: Videobasiertes eLearning auf dem Siegeszug 2.0"
"1647206253-293","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities.","https://www.alexandria.unisg.ch/211866/","Sammer, Thomas & Back, Andrea","3 September 2011","null","Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities"
"1647205868-113","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silo-Breaking through Open (e-)Cooperation - Zusammenarbeit von Hochschullehre und Unternehmenspraxis.","https://www.alexandria.unisg.ch/197456/","Back, Andrea","11 March 2010","null","Silo-Breaking through Open (e-)Cooperation - Zusammenarbeit von Hochschullehre und Unternehmenspraxis"
"1647205764-71","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.","https://www.alexandria.unisg.ch/66826/","Back, Andrea","null","null","Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen"
"1647206103-223","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Elektronische Märkte.","https://www.alexandria.unisg.ch/9114/","Schmid, Beat","2004","null","Elektronische Märkte"
"1647206302-316","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","How Can We Design Products, Services, and Software That Reflect the Needs of Our Stakeholders? : Towards a Canvas for Successful Requirements Engineering.","https://www.alexandria.unisg.ch/241639/","Ruf, Christian & Back, Andrea","null","Lecture Notes in Computer Science","How Can We Design Products, Services, and Software That Reflect the Needs of Our Stakeholders? : Towards a Canvas for Successful Requirements Engineering"
"1647206259-296","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum.","https://www.alexandria.unisg.ch/214383/","Friedel, Dominik; Back, Andrea & Wieland, Ralf","null","null","Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum"
"1647205649-16","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Szenario Bildungslandschaft 2005.","https://www.alexandria.unisg.ch/213701/","Back, Andrea","null","null","Szenario Bildungslandschaft 2005"
"1647205729-54","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning strategisch verankern.","https://www.alexandria.unisg.ch/66847/","Back, Andrea","null","null","E-Learning strategisch verankern"
"1647206242-288","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Crowdsourcing as a Business Model: An exploration of emergent textbooks harnessing the wisdom of crowds.","https://www.alexandria.unisg.ch/69069/","Walter, Thomas & Back, Andrea","23 June 2010","null","Crowdsourcing as a Business Model: An exploration of emergent textbooks harnessing the wisdom of crowds"
"1647205643-13","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Einführung und Leitung 1. Block 2. Woche: ""Applikationen"", Groupware und Knowledge Management.","https://www.alexandria.unisg.ch/66853/","Back, Andrea","null","null","Einführung und Leitung 1. Block 2. Woche: ""Applikationen"", Groupware und Knowledge Management"
"1647205746-62","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse.","https://www.alexandria.unisg.ch/213711/","Back, Andrea","null","null","St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse"
"1647206043-195","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Newsaggregatoren-Software - ein Marktüberblick.","https://www.alexandria.unisg.ch/213814/","Heidecke, Florian & Back, Andrea","null","null","Newsaggregatoren-Software - ein Marktüberblick"
"1647206095-219","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Entscheidungsunterstützungssysteme.","https://www.alexandria.unisg.ch/213558/","Back, Andrea","null","null","Entscheidungsunterstützungssysteme"
"1647206508-412","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Evaluating the Role of Trust in Adoption: A Conceptual Replication in the Context of Open Source Systems.","https://www.alexandria.unisg.ch/253961/","Silic, Mario; Barlow, Jordan & Back, Andrea","null","AIS Transactions on Replication Research","Evaluating the Role of Trust in Adoption: A Conceptual Replication in the Context of Open Source Systems"
"1647206365-345","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Der Kollaborateur aus der Kiste: Groupware, Interview.","https://www.alexandria.unisg.ch/213081/","Back, Andrea","null","Handleszeitung","Der Kollaborateur aus der Kiste: Groupware, Interview"
"1647205949-151","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Atos: Towards Zero Email Company.","https://www.alexandria.unisg.ch/242234/","Silic, Mario & Back, Andrea","null","null","Atos: Towards Zero Email Company"
"1647205754-66","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning industry updates & recommendations.","https://www.alexandria.unisg.ch/66844/","Back, Andrea","null","null","E-Learning industry updates & recommendations"
"1647205794-85","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen.","https://www.alexandria.unisg.ch/214375/","Back, Andrea","null","null","Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen"
"1647205827-94","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen.","https://www.alexandria.unisg.ch/213941/","Back, Andrea","null","null","Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen"
"1647206236-285","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web-Analyse-Dienste als Instrument des Blog-Monitoring.","https://www.alexandria.unisg.ch/68009/","Walter, Thomas & Back, Andrea","null","null","Web-Analyse-Dienste als Instrument des Blog-Monitoring"
"1647205928-141","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Aktuelle Trends in Enterprise Mobility.","https://www.alexandria.unisg.ch/220095/","Sammer, Thomas & Back, Andrea","null","IT business","Aktuelle Trends in Enterprise Mobility"
"1647206264-298","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.","https://www.alexandria.unisg.ch/211868/","Sammer, Thomas; Lazur, Christian; Walter, Thomas & Back, Andrea","null","GI-Edition","Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz"
"1647206071-208","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Executive Information Systems.","https://www.alexandria.unisg.ch/213206/","Back, Andrea; Rieger, B. & Seufert, Andreas","null","null","Executive Information Systems"
"1647206028-188","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Informationsversorgung des Staates in der Informationsgesellschaft.","https://www.alexandria.unisg.ch/213797/","Bendel, Oliver & Back, Andrea","1 April 2003","null","Informationsversorgung des Staates in der Informationsgesellschaft"
