web-scraper-order;web-scraper-start-url;linkto;linkto-href;Autor;Title;;;;;;;;;;;;;;;;;;;
1647211197-5546;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze.;https://www.alexandria.unisg.ch/213091/;Back, Andrea & Seufert, Andreas;State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze;;;;;;;;;;;;;;;;;;;
1647211499-5754;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Adoption of Online Videos in Organizations : A Multi-Case Comparison.;https://www.alexandria.unisg.ch/223554/;Ruf, Christian & Back, Andrea;Adoption of Online Videos in Organizations : A Multi-Case Comparison;;;;;;;;;;;;;;;;;;;
1647211172-5527;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile Enterprise - bereit für den mobilen Wandel?;https://www.alexandria.unisg.ch/240750/;;Mobile Enterprise - bereit für den mobilen Wandel?;;;;;;;;;;;;;;;;;;;
1647211029-5400;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Progettare il proprio lavoro attraverso una formazione efficace on-line.;https://www.alexandria.unisg.ch/213086/;;Progettare il proprio lavoro attraverso una formazione efficace on-line;;;;;;;;;;;;;;;;;;;
1647211310-5635;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Virtual Reality.;https://www.alexandria.unisg.ch/66700/;Back, Andrea;Virtual Reality;;;;;;;;;;;;;;;;;;;
1647211347-5657;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;A methodology for adapting Knowledge Networks - managerial guidelines.;https://www.alexandria.unisg.ch/256/;Enkel, Ellen;;;;;;;;;;;;;;;;;;;;
1647211024-5395;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter.;https://www.alexandria.unisg.ch/213727/;Back, Andrea;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter;;;;;;;;;;;;;;;;;;;
1647211545-5781;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work).;https://www.alexandria.unisg.ch/257355/;Back, Andrea & Schacker, Maximilian;Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work);;;;;;;;;;;;;;;;;;;
1647211347-5658;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;A methodology for adapting Knowledge Networks - managerial guidelines.;https://www.alexandria.unisg.ch/256/;;A methodology for adapting Knowledge Networks - managerial guidelines;;;;;;;;;;;;;;;;;;;
1647211180-5535;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext.;https://www.alexandria.unisg.ch/214359/;Back, Andrea & Friedel, Dominik;Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext;;;;;;;;;;;;;;;;;;;
1647211355-5665;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Organisation des Aussendiensttrainings in der Pharma-Branche: Entwicklung eines Referenzmodells mittels Fallstudienforschung.;https://www.alexandria.unisg.ch/213547/;Heidecke, Florian;;;;;;;;;;;;;;;;;;;;
1647210969-5342;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensmanagement.;https://www.alexandria.unisg.ch/213927/;;Wissensmanagement;;;;;;;;;;;;;;;;;;;
1647211547-5782;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The New Window to Athlete’s Soul – What Social Media Tells Us About Athletes’ Performances.;https://www.alexandria.unisg.ch/258471/;Grüttner, Arne;;;;;;;;;;;;;;;;;;;;
1647211211-5559;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Towards a Reference Model for Knowledge Networking.;https://www.alexandria.unisg.ch/66692/;;Towards a Reference Model for Knowledge Networking;;;;;;;;;;;;;;;;;;;
1647210927-5302;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action.;https://www.alexandria.unisg.ch/213854/;;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action;;;;;;;;;;;;;;;;;;;
1647211090-5457;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;https://www.alexandria.unisg.ch/67838/;Back, Andrea;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;;;;;;;;;;;;;;;;;;;
1647210978-5350;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Skill-Management: Heutiger Erkenntnisstand.;https://www.alexandria.unisg.ch/213314/;;Skill-Management: Heutiger Erkenntnisstand;;;;;;;;;;;;;;;;;;;
1647210953-5327;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;e-Learning-Projekte: Lernen via e-Training und e-Collaboration.;https://www.alexandria.unisg.ch/66838/;Back, Andrea;e-Learning-Projekte: Lernen via e-Training und e-Collaboration;;;;;;;;;;;;;;;;;;;
1647211553-5785;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog.;https://www.alexandria.unisg.ch/213572/;Back, Andrea;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog;;;;;;;;;;;;;;;;;;;
1647210986-5357;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Meetings im Überblick: Eine Einführung.;https://www.alexandria.unisg.ch/213913/;Back, Andrea;E-Meetings im Überblick: Eine Einführung;;;;;;;;;;;;;;;;;;;
1647211302-5630;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Telelernen.;https://www.alexandria.unisg.ch/214186/;Back, Andrea & Weiser, Christian;Telelernen;;;;;;;;;;;;;;;;;;;
1647211306-5633;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele.;https://www.alexandria.unisg.ch/213768/;;Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele;;;;;;;;;;;;;;;;;;;
1647211343-5654;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Outlook: Beyond organizational boundaries - Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/261/;Enkel, Ellen;Outlook: Beyond organizational boundaries - Knowledge Networks for Growth;;;;;;;;;;;;;;;;;;;
1647210949-5323;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;IT und Wissensmanagement: Freude oder Feinde?;https://www.alexandria.unisg.ch/213639/;Back, Andrea;IT und Wissensmanagement: Freude oder Feinde?;;;;;;;;;;;;;;;;;;;
1647210941-5315;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensnetzwerke: Ihr Beitrag zum persönlichen und Unternehmenswachstum.;https://www.alexandria.unisg.ch/66903/;Back, Andrea;Wissensnetzwerke: Ihr Beitrag zum persönlichen und Unternehmenswachstum;;;;;;;;;;;;;;;;;;;
1647210980-5351;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Chief-Learning-Officer-Projektagenda 200x.;https://www.alexandria.unisg.ch/213110/;Back, Andrea;Chief-Learning-Officer-Projektagenda 200x;;;;;;;;;;;;;;;;;;;
1647211566-5801;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;"Interview mit Mark C. Turrell: ""Groupware should be widely deployed"".";https://www.alexandria.unisg.ch/213741/;Back, Andrea;"Interview mit Mark C. Turrell: ""Groupware should be widely deployed""";;;;;;;;;;;;;;;;;;;
1647211191-5542;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wie packen Unternehmen die Digitale Transformation an? (Teil 1).;https://www.alexandria.unisg.ch/247311/;Berghaus, Sabine & Back, Andrea;Wie packen Unternehmen die Digitale Transformation an? (Teil 1);;;;;;;;;;;;;;;;;;;
1647210917-5291;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lernen in der Wissensgesellschaft: Paradigmenwechsel für die betriebliche Bildung.;https://www.alexandria.unisg.ch/214217/;Back, Andrea;Lernen in der Wissensgesellschaft: Paradigmenwechsel für die betriebliche Bildung;;;;;;;;;;;;;;;;;;;
1647211325-5644;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lern- und Wissensportale in Corporate Universities.;https://www.alexandria.unisg.ch/214312/;Back, Andrea & Bendel, Oliver;Lern- und Wissensportale in Corporate Universities;;;;;;;;;;;;;;;;;;;
1647211106-5472;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Twitter - Begegnung mit altbekannten Lernsituationen.;https://www.alexandria.unisg.ch/213947/;Back, Andrea;Twitter - Begegnung mit altbekannten Lernsituationen;;;;;;;;;;;;;;;;;;;
1647211079-5448;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger.;https://www.alexandria.unisg.ch/67844/;Back, Andrea;Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger;;;;;;;;;;;;;;;;;;;
1647210984-5356;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet.;https://www.alexandria.unisg.ch/66907/;;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet;;;;;;;;;;;;;;;;;;;
1647211457-5724;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Learning Journal - Weblogs in Academic Courses.;https://www.alexandria.unisg.ch/213205/;Hain, Stefanie & Back, Andrea;Learning Journal - Weblogs in Academic Courses;;;;;;;;;;;;;;;;;;;
1647211341-5653;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren.;https://www.alexandria.unisg.ch/213936/;Back, Andrea;Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren;;;;;;;;;;;;;;;;;;;
1647210890-5267;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Management: Concepts and Technologies.;https://www.alexandria.unisg.ch/66868/;;Knowledge Management: Concepts and Technologies;;;;;;;;;;;;;;;;;;;
1647210902-5277;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Workshop Virtual Academia: Developments in new technology platforms.;https://www.alexandria.unisg.ch/66904/;Back, Andrea;Workshop Virtual Academia: Developments in new technology platforms;;;;;;;;;;;;;;;;;;;
1647211282-5619;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes.;https://www.alexandria.unisg.ch/213580/;;Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes;;;;;;;;;;;;;;;;;;;
1647211164-5519;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Demos von Anwendungen aus der Praxis und Forschungsergebnissen.;https://www.alexandria.unisg.ch/216814/;Back, Andrea & von Koenigsmarck, Otfried;Demos von Anwendungen aus der Praxis und Forschungsergebnissen;;;;;;;;;;;;;;;;;;;
1647210986-5358;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Meetings im Überblick: Eine Einführung.;https://www.alexandria.unisg.ch/213913/;;E-Meetings im Überblick: Eine Einführung;;;;;;;;;;;;;;;;;;;
1647210984-5355;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet.;https://www.alexandria.unisg.ch/66907/;Back, Andrea;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet;;;;;;;;;;;;;;;;;;;
1647211053-5424;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.;https://www.alexandria.unisg.ch/67057/;;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen;;;;;;;;;;;;;;;;;;;
1647211024-5396;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter.;https://www.alexandria.unisg.ch/213727/;;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter;;;;;;;;;;;;;;;;;;;
1647211067-5438;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Einführung in das Thema.;https://www.alexandria.unisg.ch/197471/;;Einführung in das Thema;;;;;;;;;;;;;;;;;;;
1647211361-5669;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning strategisch verankern.;https://www.alexandria.unisg.ch/66658/;Back, Andrea;E-Learning strategisch verankern;;;;;;;;;;;;;;;;;;;
1647211489-5746;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Determination of Enterprise 2.0 Development Levels with a Maturity Model.;https://www.alexandria.unisg.ch/215829/;Friedel, Dominik & Back, Andrea;Determination of Enterprise 2.0 Development Levels with a Maturity Model;;;;;;;;;;;;;;;;;;;
1647211205-5552;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networks: Linking Knowledge Management to Business Strategy.;https://www.alexandria.unisg.ch/214149/;Vassiliadis, Stefanos;;;;;;;;;;;;;;;;;;;;
1647211217-5563;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper).;https://www.alexandria.unisg.ch/214060/;Bendel, Oliver;;;;;;;;;;;;;;;;;;;;
1647211408-5696;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Employee acceptance and use of unified communications and collaboration in a cross-cultural environment.;https://www.alexandria.unisg.ch/254008/;Silic, Mario;;;;;;;;;;;;;;;;;;;;
1647211386-5684;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Projektmanagement bei verteilten Teams mit Jive-Gruppen im Swiss Re Ourspace.;https://www.alexandria.unisg.ch/216607/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211124-5487;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Arbeitsplatz der Zukunft, Innovationsvortrag.;https://www.alexandria.unisg.ch/214341/;;Arbeitsplatz der Zukunft, Innovationsvortrag;;;;;;;;;;;;;;;;;;;
1647211075-5445;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch.;https://www.alexandria.unisg.ch/67613/;Back, Andrea;Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch;;;;;;;;;;;;;;;;;;;
1647211396-5689;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis.;https://www.alexandria.unisg.ch/223503/;Back, Andrea;Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis;;;;;;;;;;;;;;;;;;;
1647211071-5442;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen.;https://www.alexandria.unisg.ch/214073/;;Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen;;;;;;;;;;;;;;;;;;;
1647211280-5617;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;State-of-the-Art on Maturity Models for Collaboration.;https://www.alexandria.unisg.ch/214253/;Hain, Stefanie & Back, Andrea;State-of-the-Art on Maturity Models for Collaboration;;;;;;;;;;;;;;;;;;;
1647211152-5508;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Alles Technik oder was? Wenn IT-Trends aufs Business treffen.;https://www.alexandria.unisg.ch/216773/;Back, Andrea;Alles Technik oder was? Wenn IT-Trends aufs Business treffen;;;;;;;;;;;;;;;;;;;
1647210896-5273;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Potentiale der neuen Medien in der Ausbildung: 7 Thesen.;https://www.alexandria.unisg.ch/214310/;;Potentiale der neuen Medien in der Ausbildung: 7 Thesen;;;;;;;;;;;;;;;;;;;
1647211138-5495;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht ….;https://www.alexandria.unisg.ch/213964/;Back, Andrea;Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht …;;;;;;;;;;;;;;;;;;;
1647210957-5331;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Basis-Workshop Wissensmanagement (WM).;https://www.alexandria.unisg.ch/66825/;Back, Andrea;Basis-Workshop Wissensmanagement (WM);;;;;;;;;;;;;;;;;;;
1647211090-5458;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;https://www.alexandria.unisg.ch/67838/;;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;;;;;;;;;;;;;;;;;;;
1647211363-5670;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Concept of Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/255/;Enkel, Ellen;;;;;;;;;;;;;;;;;;;;
1647211069-5440;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen.;https://www.alexandria.unisg.ch/213941/;;Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen;;;;;;;;;;;;;;;;;;;
1647211002-5373;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft.;https://www.alexandria.unisg.ch/66859/;Back, Andrea;Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft;;;;;;;;;;;;;;;;;;;
1647210990-5362;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Vorbereitungsgrad von Unternehmen für E-Learning.;https://www.alexandria.unisg.ch/214075/;;Vorbereitungsgrad von Unternehmen für E-Learning;;;;;;;;;;;;;;;;;;;
1647211266-5605;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Conferencing Software Tools: Evaluierung der Marktführer.;https://www.alexandria.unisg.ch/67644/;;Web-Conferencing Software Tools: Evaluierung der Marktführer;;;;;;;;;;;;;;;;;;;
1647211065-5435;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Praxisberichte aus dem Competence Network Business 2.0.;https://www.alexandria.unisg.ch/67257/;Back, Andrea & Haentschel-erhart, Irene;Praxisberichte aus dem Competence Network Business 2.0;;;;;;;;;;;;;;;;;;;
1647210967-5339;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;eCollaboration.;https://www.alexandria.unisg.ch/66852/;Back, Andrea;eCollaboration;;;;;;;;;;;;;;;;;;;
1647211479-5739;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Integrating the Smartphone : Applying the U-Constructs Approach on the Case of Mobile University Services.;https://www.alexandria.unisg.ch/211867/;Sammer, Thomas;;;;;;;;;;;;;;;;;;;;
1647211114-5479;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices.;https://www.alexandria.unisg.ch/213944/;;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices;;;;;;;;;;;;;;;;;;;
1647211564-5799;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Kanzleiinformationssystem.;https://www.alexandria.unisg.ch/213561/;;Kanzleiinformationssystem;;;;;;;;;;;;;;;;;;;
1647211469-5733;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Reifegradmodelle im Management von Enterprise 2.0.;https://www.alexandria.unisg.ch/69829/;Back, Andrea;Reifegradmodelle im Management von Enterprise 2.0;;;;;;;;;;;;;;;;;;;
1647211527-5771;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Atos - Towards Zero Email Company.;https://www.alexandria.unisg.ch/242235/;Silic, Mario;;;;;;;;;;;;;;;;;;;;
1647210939-5314;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Management und E-Learning.;https://www.alexandria.unisg.ch/214083/;;Knowledge Management und E-Learning;;;;;;;;;;;;;;;;;;;
1647211418-5703;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning: Ein Wörterbuch.;https://www.alexandria.unisg.ch/214275/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211132-5493;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise 2.0 für das Management.;https://www.alexandria.unisg.ch/146663/;Back, Andrea;Enterprise 2.0 für das Management;;;;;;;;;;;;;;;;;;;
1647211057-5428;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lerntagebuch als Weblog innovativ umgesetzt.;https://www.alexandria.unisg.ch/213680/;;Lerntagebuch als Weblog innovativ umgesetzt;;;;;;;;;;;;;;;;;;;
1647211507-5758;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT.;https://www.alexandria.unisg.ch/225214/;Sammer, Thomas;;;;;;;;;;;;;;;;;;;;
1647211426-5707;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networks for Business Growth.;https://www.alexandria.unisg.ch/300/;;Knowledge Networks for Business Growth;;;;;;;;;;;;;;;;;;;
1647211461-5727;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Analyse-Dienste als Instrument des Blog-Monitoring.;https://www.alexandria.unisg.ch/68009/;;Web-Analyse-Dienste als Instrument des Blog-Monitoring;;;;;;;;;;;;;;;;;;;
1647210919-5293;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networking: Von der Vision zum Business Case.;https://www.alexandria.unisg.ch/213548/;Back, Andrea;Knowledge Networking: Von der Vision zum Business Case;;;;;;;;;;;;;;;;;;;
1647211223-5569;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Competing with Intellectual Capital: Theoretical Background.;https://www.alexandria.unisg.ch/196948/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211004-5376;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse.;https://www.alexandria.unisg.ch/213711/;;St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse;;;;;;;;;;;;;;;;;;;
1647211268-5606;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Conferencing Software Tools: A Comprehensive Market Survey.;https://www.alexandria.unisg.ch/214335/;Mayrhofer, David;;;;;;;;;;;;;;;;;;;;
1647211035-5405;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lernen am Puls der Zeit gestalten.;https://www.alexandria.unisg.ch/213149/;Back, Andrea;Lernen am Puls der Zeit gestalten;;;;;;;;;;;;;;;;;;;
1647211521-5767;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Is an App Better than an Email? Developing Trust in a Mobile Financial Advisory Service : Design and Evaluation of a Prototype.;https://www.alexandria.unisg.ch/239780/;Ruf, Christian;;;;;;;;;;;;;;;;;;;;
1647211114-5478;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices.;https://www.alexandria.unisg.ch/213944/;Back, Andrea;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices;;;;;;;;;;;;;;;;;;;
1647211363-5671;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Concept of Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/255/;;The Concept of Knowledge Networks for Growth;;;;;;;;;;;;;;;;;;;
1647210915-5290;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1.;https://www.alexandria.unisg.ch/214207/;;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1;;;;;;;;;;;;;;;;;;;
1647211144-5502;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles.;https://www.alexandria.unisg.ch/214408/;;Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles;;;;;;;;;;;;;;;;;;;
1647211209-5556;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Dealing with Knowledge Assets.;https://www.alexandria.unisg.ch/66690/;Vassiliadis, Stefanos;;;;;;;;;;;;;;;;;;;;
1647211033-5404;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen.;https://www.alexandria.unisg.ch/214118/;;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen;;;;;;;;;;;;;;;;;;;
1647211483-5742;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum.;https://www.alexandria.unisg.ch/214383/;Friedel, Dominik;;;;;;;;;;;;;;;;;;;;
1647211029-5399;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Progettare il proprio lavoro attraverso una formazione efficace on-line.;https://www.alexandria.unisg.ch/213086/;Back, Andrea;Progettare il proprio lavoro attraverso una formazione efficace on-line;;;;;;;;;;;;;;;;;;;
1647211059-5430;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg.;https://www.alexandria.unisg.ch/213527/;;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg;;;;;;;;;;;;;;;;;;;
